-5.018038795695388643e+01 1.774746809131112046e+00
-4.833784599279169925e+01 1.130536934559104534e+00
-4.302028859716906339e+01 -2.475911069911202134e+00
-4.129017073572108387e+01 -6.658953170536108246e-01
-3.806586017284342915e+01 -4.729198308342458246e-01
-3.565718050254557170e+01 2.130641129617679486e+00
-3.175855024358983414e+01 2.118813811282026283e+00
-2.951857591431968331e+01 -3.196856711841976617e-01
-2.581803824914714340e+01 -1.960597635454770504e+00
-2.268316859590379053e+01 -8.724173954600775716e-01
-1.964445405169167103e+01 5.740047765630208465e-01
-1.776974942243885991e+01 8.676390358505385869e-01
-1.380265473516695351e+01 5.141365067427436930e-01
-1.046513416251222317e+01 -9.810668860749949260e-02
-8.325354601305097191e+00 -3.731931361113974832e-01
-6.041351180348173422e+00 -1.808535325581353270e-01
-1.329031538332497764e+00 3.516710819870855209e-01
1.097877623658328305e+00 -4.632926363360667654e-01
3.652659243622094820e+00 -5.371530550462246811e-01
6.248188739533526714e+00 -5.364893276186940563e-01
1.001130876357145105e+01 2.314668661886454260e-02
1.254132798246287095e+01 1.226304302981155558e+00
1.620040364712260583e+01 1.029662116642863001e+00
1.921715213051720283e+01 -4.033065347311380888e-01
2.180883040391566041e+01 -1.599366609761119662e+00
2.549834124894415410e+01 -7.767816641190832261e-01
2.769579332199591093e+01 -2.555539188359608471e-01
3.128894536032172269e+01 8.641761457612352482e-01
3.477796621355683016e+01 1.625672793134455008e+00
3.692803505082112991e+01 2.317634400344302126e+00
3.979619017618449561e+01 -8.454503575823562045e-01
4.278911824608752568e+01 -3.335429342355324511e+00
4.613749437395509290e+01 -1.338092015158637071e+00
4.910408077094962209e+01 -4.687881992375469986e-01
